,filename,filetype
116,/home/austinguish/dataset/Inter_5029.npy,Interictal
117,/home/austinguish/dataset/Inter_15183.npy,Interictal
118,/home/austinguish/dataset/Inter_20778.npy,Interictal
119,/home/austinguish/dataset/Inter_5841.npy,Interictal
120,/home/austinguish/dataset/Inter_19301.npy,Interictal
121,/home/austinguish/dataset/Inter_14706.npy,Interictal
122,/home/austinguish/dataset/Pre_9508.npy,Preictal
123,/home/austinguish/dataset/Inter_24669.npy,Interictal
124,/home/austinguish/dataset/Inter_8085.npy,Interictal
125,/home/austinguish/dataset/Inter_42941.npy,Interictal
126,/home/austinguish/dataset/Inter_1494.npy,Interictal
127,/home/austinguish/dataset/Inter_579.npy,Interictal
128,/home/austinguish/dataset/Inter_41209.npy,Interictal
129,/home/austinguish/dataset/Pre_15104.npy,Preictal
130,/home/austinguish/dataset/Inter_46849.npy,Interictal
131,/home/austinguish/dataset/Inter_47097.npy,Interictal
132,/home/austinguish/dataset/Inter_48820.npy,Interictal
133,/home/austinguish/dataset/Pre_3437.npy,Preictal
134,/home/austinguish/dataset/Inter_40269.npy,Interictal
135,/home/austinguish/dataset/Pre_9453.npy,Preictal
136,/home/austinguish/dataset/Inter_15205.npy,Interictal
137,/home/austinguish/dataset/Inter_8799.npy,Interictal
138,/home/austinguish/dataset/Pre_8269.npy,Preictal
139,/home/austinguish/dataset/Inter_30169.npy,Interictal
140,/home/austinguish/dataset/Inter_10364.npy,Interictal
141,/home/austinguish/dataset/Inter_40271.npy,Interictal
142,/home/austinguish/dataset/Inter_50069.npy,Interictal
143,/home/austinguish/dataset/Inter_22795.npy,Interictal
144,/home/austinguish/dataset/Inter_9845.npy,Interictal
145,/home/austinguish/dataset/Pre_4675.npy,Preictal
146,/home/austinguish/dataset/Inter_7946.npy,Interictal
147,/home/austinguish/dataset/Inter_48689.npy,Interictal
148,/home/austinguish/dataset/Pre_8713.npy,Preictal
149,/home/austinguish/dataset/Pre_13717.npy,Preictal
150,/home/austinguish/dataset/Inter_50274.npy,Interictal
151,/home/austinguish/dataset/Inter_29728.npy,Interictal
152,/home/austinguish/dataset/Inter_21073.npy,Interictal
153,/home/austinguish/dataset/Inter_1332.npy,Interictal
154,/home/austinguish/dataset/Inter_8574.npy,Interictal
155,/home/austinguish/dataset/Inter_17591.npy,Interictal
156,/home/austinguish/dataset/Inter_11747.npy,Interictal
157,/home/austinguish/dataset/Inter_41722.npy,Interictal
158,/home/austinguish/dataset/Inter_3066.npy,Interictal
159,/home/austinguish/dataset/Inter_18822.npy,Interictal
160,/home/austinguish/dataset/Inter_22475.npy,Interictal
161,/home/austinguish/dataset/Inter_48695.npy,Interictal
162,/home/austinguish/dataset/Inter_33273.npy,Interictal
163,/home/austinguish/dataset/Inter_17456.npy,Interictal
164,/home/austinguish/dataset/Inter_13064.npy,Interictal
165,/home/austinguish/dataset/Pre_10979.npy,Preictal
166,/home/austinguish/dataset/Inter_14672.npy,Interictal
167,/home/austinguish/dataset/Inter_872.npy,Interictal
168,/home/austinguish/dataset/Inter_41561.npy,Interictal
169,/home/austinguish/dataset/Inter_33690.npy,Interictal
170,/home/austinguish/dataset/Inter_32420.npy,Interictal
171,/home/austinguish/dataset/Inter_17453.npy,Interictal
172,/home/austinguish/dataset/Inter_29190.npy,Interictal
173,/home/austinguish/dataset/Inter_22964.npy,Interictal
174,/home/austinguish/dataset/Pre_1066.npy,Preictal
175,/home/austinguish/dataset/Pre_4502.npy,Preictal
176,/home/austinguish/dataset/Inter_1056.npy,Interictal
177,/home/austinguish/dataset/Pre_2505.npy,Preictal
178,/home/austinguish/dataset/Inter_48365.npy,Interictal
179,/home/austinguish/dataset/Inter_2607.npy,Interictal
180,/home/austinguish/dataset/Pre_12602.npy,Preictal
181,/home/austinguish/dataset/Inter_31445.npy,Interictal
182,/home/austinguish/dataset/Inter_1143.npy,Interictal
183,/home/austinguish/dataset/Pre_1761.npy,Preictal
184,/home/austinguish/dataset/Pre_5305.npy,Preictal
185,/home/austinguish/dataset/Inter_19666.npy,Interictal
186,/home/austinguish/dataset/Pre_1978.npy,Preictal
187,/home/austinguish/dataset/Inter_31423.npy,Interictal
188,/home/austinguish/dataset/Pre_1218.npy,Preictal
189,/home/austinguish/dataset/Inter_40529.npy,Interictal
190,/home/austinguish/dataset/Inter_50266.npy,Interictal
191,/home/austinguish/dataset/Inter_8379.npy,Interictal
192,/home/austinguish/dataset/Pre_9956.npy,Preictal
193,/home/austinguish/dataset/Inter_40630.npy,Interictal
194,/home/austinguish/dataset/Inter_50057.npy,Interictal
195,/home/austinguish/dataset/Inter_7091.npy,Interictal
196,/home/austinguish/dataset/Inter_11892.npy,Interictal
197,/home/austinguish/dataset/Pre_13166.npy,Preictal
198,/home/austinguish/dataset/Inter_35418.npy,Interictal
199,/home/austinguish/dataset/Inter_9589.npy,Interictal
200,/home/austinguish/dataset/Inter_48273.npy,Interictal
201,/home/austinguish/dataset/Inter_40657.npy,Interictal
202,/home/austinguish/dataset/Pre_11874.npy,Preictal
203,/home/austinguish/dataset/Inter_11558.npy,Interictal
204,/home/austinguish/dataset/Inter_22294.npy,Interictal
205,/home/austinguish/dataset/Inter_5681.npy,Interictal
206,/home/austinguish/dataset/Inter_3297.npy,Interictal
207,/home/austinguish/dataset/Inter_48882.npy,Interictal
208,/home/austinguish/dataset/Inter_34420.npy,Interictal
209,/home/austinguish/dataset/Inter_33880.npy,Interictal
210,/home/austinguish/dataset/Pre_14740.npy,Preictal
211,/home/austinguish/dataset/Inter_794.npy,Interictal
212,/home/austinguish/dataset/Inter_42752.npy,Interictal
213,/home/austinguish/dataset/Inter_27522.npy,Interictal
214,/home/austinguish/dataset/Inter_2699.npy,Interictal
215,/home/austinguish/dataset/Pre_14550.npy,Preictal
216,/home/austinguish/dataset/Inter_39221.npy,Interictal
217,/home/austinguish/dataset/Pre_2955.npy,Preictal
218,/home/austinguish/dataset/Inter_18542.npy,Interictal
219,/home/austinguish/dataset/Inter_12159.npy,Interictal
220,/home/austinguish/dataset/Pre_1362.npy,Preictal
221,/home/austinguish/dataset/Pre_5835.npy,Preictal
222,/home/austinguish/dataset/Inter_11917.npy,Interictal
223,/home/austinguish/dataset/Pre_10312.npy,Preictal
224,/home/austinguish/dataset/Inter_31775.npy,Interictal
225,/home/austinguish/dataset/Inter_7071.npy,Interictal
226,/home/austinguish/dataset/Inter_31039.npy,Interictal
227,/home/austinguish/dataset/Inter_15447.npy,Interictal
228,/home/austinguish/dataset/Inter_14649.npy,Interictal
229,/home/austinguish/dataset/Inter_22953.npy,Interictal
230,/home/austinguish/dataset/Pre_13298.npy,Preictal
231,/home/austinguish/dataset/Inter_6923.npy,Interictal
232,/home/austinguish/dataset/Pre_692.npy,Preictal
233,/home/austinguish/dataset/Pre_6896.npy,Preictal
234,/home/austinguish/dataset/Pre_12967.npy,Preictal
235,/home/austinguish/dataset/Inter_31771.npy,Interictal
236,/home/austinguish/dataset/Pre_7667.npy,Preictal
237,/home/austinguish/dataset/Inter_41917.npy,Interictal
238,/home/austinguish/dataset/Pre_5745.npy,Preictal
239,/home/austinguish/dataset/Inter_16707.npy,Interictal
240,/home/austinguish/dataset/Inter_16510.npy,Interictal
241,/home/austinguish/dataset/Pre_1625.npy,Preictal
242,/home/austinguish/dataset/Inter_14213.npy,Interictal
243,/home/austinguish/dataset/Inter_25333.npy,Interictal
244,/home/austinguish/dataset/Inter_9313.npy,Interictal
245,/home/austinguish/dataset/Inter_33381.npy,Interictal
246,/home/austinguish/dataset/Inter_6869.npy,Interictal
247,/home/austinguish/dataset/Inter_29172.npy,Interictal
248,/home/austinguish/dataset/Inter_25450.npy,Interictal
249,/home/austinguish/dataset/Pre_14382.npy,Preictal
250,/home/austinguish/dataset/Inter_49358.npy,Interictal
251,/home/austinguish/dataset/Inter_36704.npy,Interictal
252,/home/austinguish/dataset/Inter_46353.npy,Interictal
253,/home/austinguish/dataset/Pre_7473.npy,Preictal
254,/home/austinguish/dataset/Inter_30302.npy,Interictal
255,/home/austinguish/dataset/Pre_1087.npy,Preictal
256,/home/austinguish/dataset/Inter_14015.npy,Interictal
257,/home/austinguish/dataset/Inter_39161.npy,Interictal
258,/home/austinguish/dataset/Inter_11932.npy,Interictal
259,/home/austinguish/dataset/Pre_2130.npy,Preictal
260,/home/austinguish/dataset/Pre_14283.npy,Preictal
261,/home/austinguish/dataset/Inter_2826.npy,Interictal
262,/home/austinguish/dataset/Inter_48230.npy,Interictal
263,/home/austinguish/dataset/Inter_21628.npy,Interictal
264,/home/austinguish/dataset/Inter_6419.npy,Interictal
265,/home/austinguish/dataset/Pre_12606.npy,Preictal
266,/home/austinguish/dataset/Inter_30834.npy,Interictal
267,/home/austinguish/dataset/Pre_2807.npy,Preictal
268,/home/austinguish/dataset/Inter_37831.npy,Interictal
269,/home/austinguish/dataset/Pre_4436.npy,Preictal
270,/home/austinguish/dataset/Inter_21478.npy,Interictal
271,/home/austinguish/dataset/Inter_26509.npy,Interictal
272,/home/austinguish/dataset/Inter_23951.npy,Interictal
273,/home/austinguish/dataset/Inter_40274.npy,Interictal
274,/home/austinguish/dataset/Inter_812.npy,Interictal
275,/home/austinguish/dataset/Inter_21150.npy,Interictal
276,/home/austinguish/dataset/Inter_33978.npy,Interictal
277,/home/austinguish/dataset/Pre_13099.npy,Preictal
278,/home/austinguish/dataset/Inter_50199.npy,Interictal
279,/home/austinguish/dataset/Inter_6448.npy,Interictal
280,/home/austinguish/dataset/Inter_27614.npy,Interictal
281,/home/austinguish/dataset/Inter_49437.npy,Interictal
282,/home/austinguish/dataset/Pre_8558.npy,Preictal
283,/home/austinguish/dataset/Inter_34884.npy,Interictal
284,/home/austinguish/dataset/Inter_17451.npy,Interictal
285,/home/austinguish/dataset/Inter_18753.npy,Interictal
286,/home/austinguish/dataset/Pre_12203.npy,Preictal
287,/home/austinguish/dataset/Pre_5607.npy,Preictal
288,/home/austinguish/dataset/Inter_33046.npy,Interictal
289,/home/austinguish/dataset/Inter_10393.npy,Interictal
290,/home/austinguish/dataset/Inter_14968.npy,Interictal
291,/home/austinguish/dataset/Inter_13809.npy,Interictal
292,/home/austinguish/dataset/Inter_47621.npy,Interictal
293,/home/austinguish/dataset/Inter_37776.npy,Interictal
294,/home/austinguish/dataset/Inter_1165.npy,Interictal
295,/home/austinguish/dataset/Inter_18983.npy,Interictal
296,/home/austinguish/dataset/Inter_21228.npy,Interictal
297,/home/austinguish/dataset/Pre_14629.npy,Preictal
298,/home/austinguish/dataset/Inter_4346.npy,Interictal
299,/home/austinguish/dataset/Pre_11238.npy,Preictal
300,/home/austinguish/dataset/Inter_32751.npy,Interictal
301,/home/austinguish/dataset/Pre_6131.npy,Preictal
302,/home/austinguish/dataset/Inter_25851.npy,Interictal
303,/home/austinguish/dataset/Pre_1215.npy,Preictal
304,/home/austinguish/dataset/Pre_7781.npy,Preictal
305,/home/austinguish/dataset/Inter_33393.npy,Interictal
306,/home/austinguish/dataset/Inter_29782.npy,Interictal
307,/home/austinguish/dataset/Inter_27473.npy,Interictal
308,/home/austinguish/dataset/Inter_46948.npy,Interictal
309,/home/austinguish/dataset/Inter_41949.npy,Interictal
310,/home/austinguish/dataset/Inter_27407.npy,Interictal
311,/home/austinguish/dataset/Inter_15762.npy,Interictal
312,/home/austinguish/dataset/Inter_40351.npy,Interictal
313,/home/austinguish/dataset/Inter_39690.npy,Interictal
314,/home/austinguish/dataset/Inter_12026.npy,Interictal
315,/home/austinguish/dataset/Pre_14838.npy,Preictal
316,/home/austinguish/dataset/Pre_2837.npy,Preictal
317,/home/austinguish/dataset/Inter_21151.npy,Interictal
318,/home/austinguish/dataset/Inter_40134.npy,Interictal
319,/home/austinguish/dataset/Inter_40379.npy,Interictal
320,/home/austinguish/dataset/Inter_32861.npy,Interictal
321,/home/austinguish/dataset/Inter_35751.npy,Interictal
322,/home/austinguish/dataset/Inter_39304.npy,Interictal
323,/home/austinguish/dataset/Inter_44311.npy,Interictal
324,/home/austinguish/dataset/Inter_43083.npy,Interictal
325,/home/austinguish/dataset/Inter_14874.npy,Interictal
326,/home/austinguish/dataset/Pre_6300.npy,Preictal
327,/home/austinguish/dataset/Inter_10874.npy,Interictal
328,/home/austinguish/dataset/Pre_13522.npy,Preictal
329,/home/austinguish/dataset/Pre_10901.npy,Preictal
330,/home/austinguish/dataset/Inter_30608.npy,Interictal
331,/home/austinguish/dataset/Inter_26724.npy,Interictal
332,/home/austinguish/dataset/Inter_10130.npy,Interictal
333,/home/austinguish/dataset/Pre_459.npy,Preictal
334,/home/austinguish/dataset/Inter_24321.npy,Interictal
335,/home/austinguish/dataset/Inter_29561.npy,Interictal
336,/home/austinguish/dataset/Pre_12341.npy,Preictal
337,/home/austinguish/dataset/Inter_36787.npy,Interictal
338,/home/austinguish/dataset/Pre_13471.npy,Preictal
339,/home/austinguish/dataset/Inter_31258.npy,Interictal
340,/home/austinguish/dataset/Inter_34755.npy,Interictal
341,/home/austinguish/dataset/Inter_24606.npy,Interictal
342,/home/austinguish/dataset/Inter_7318.npy,Interictal
343,/home/austinguish/dataset/Inter_45994.npy,Interictal
344,/home/austinguish/dataset/Inter_49902.npy,Interictal
345,/home/austinguish/dataset/Inter_9844.npy,Interictal
346,/home/austinguish/dataset/Pre_8432.npy,Preictal
347,/home/austinguish/dataset/Inter_10476.npy,Interictal
348,/home/austinguish/dataset/Pre_11710.npy,Preictal
349,/home/austinguish/dataset/Inter_48989.npy,Interictal
350,/home/austinguish/dataset/Inter_46898.npy,Interictal
351,/home/austinguish/dataset/Pre_14535.npy,Preictal
352,/home/austinguish/dataset/Inter_36109.npy,Interictal
353,/home/austinguish/dataset/Inter_22341.npy,Interictal
354,/home/austinguish/dataset/Inter_13795.npy,Interictal
355,/home/austinguish/dataset/Pre_2125.npy,Preictal
356,/home/austinguish/dataset/Inter_44687.npy,Interictal
357,/home/austinguish/dataset/Inter_34339.npy,Interictal
358,/home/austinguish/dataset/Inter_38281.npy,Interictal
359,/home/austinguish/dataset/Inter_43658.npy,Interictal
360,/home/austinguish/dataset/Inter_2893.npy,Interictal
361,/home/austinguish/dataset/Inter_22181.npy,Interictal
362,/home/austinguish/dataset/Inter_20828.npy,Interictal
363,/home/austinguish/dataset/Inter_15096.npy,Interictal
364,/home/austinguish/dataset/Inter_3000.npy,Interictal
365,/home/austinguish/dataset/Inter_33091.npy,Interictal
366,/home/austinguish/dataset/Pre_466.npy,Preictal
367,/home/austinguish/dataset/Inter_9538.npy,Interictal
368,/home/austinguish/dataset/Inter_15060.npy,Interictal
369,/home/austinguish/dataset/Pre_6710.npy,Preictal
370,/home/austinguish/dataset/Inter_5914.npy,Interictal
371,/home/austinguish/dataset/Inter_40050.npy,Interictal
372,/home/austinguish/dataset/Pre_9283.npy,Preictal
373,/home/austinguish/dataset/Inter_35145.npy,Interictal
374,/home/austinguish/dataset/Inter_39087.npy,Interictal
375,/home/austinguish/dataset/Pre_12270.npy,Preictal
376,/home/austinguish/dataset/Inter_35335.npy,Interictal
377,/home/austinguish/dataset/Inter_41889.npy,Interictal
378,/home/austinguish/dataset/Inter_7475.npy,Interictal
379,/home/austinguish/dataset/Pre_8173.npy,Preictal
380,/home/austinguish/dataset/Pre_8212.npy,Preictal
381,/home/austinguish/dataset/Inter_4860.npy,Interictal
382,/home/austinguish/dataset/Inter_4187.npy,Interictal
383,/home/austinguish/dataset/Pre_7421.npy,Preictal
384,/home/austinguish/dataset/Pre_6933.npy,Preictal
385,/home/austinguish/dataset/Inter_10503.npy,Interictal
386,/home/austinguish/dataset/Inter_27643.npy,Interictal
387,/home/austinguish/dataset/Pre_6964.npy,Preictal
388,/home/austinguish/dataset/Inter_3248.npy,Interictal
389,/home/austinguish/dataset/Pre_13154.npy,Preictal
390,/home/austinguish/dataset/Inter_12493.npy,Interictal
391,/home/austinguish/dataset/Pre_12645.npy,Preictal
392,/home/austinguish/dataset/Pre_2740.npy,Preictal
393,/home/austinguish/dataset/Inter_21625.npy,Interictal
394,/home/austinguish/dataset/Pre_10276.npy,Preictal
395,/home/austinguish/dataset/Inter_36162.npy,Interictal
396,/home/austinguish/dataset/Inter_35576.npy,Interictal
397,/home/austinguish/dataset/Inter_27387.npy,Interictal
398,/home/austinguish/dataset/Inter_13454.npy,Interictal
399,/home/austinguish/dataset/Inter_6133.npy,Interictal
400,/home/austinguish/dataset/Inter_44570.npy,Interictal
401,/home/austinguish/dataset/Pre_9821.npy,Preictal
402,/home/austinguish/dataset/Inter_36520.npy,Interictal
403,/home/austinguish/dataset/Inter_36215.npy,Interictal
404,/home/austinguish/dataset/Inter_29622.npy,Interictal
405,/home/austinguish/dataset/Inter_20510.npy,Interictal
406,/home/austinguish/dataset/Inter_34252.npy,Interictal
407,/home/austinguish/dataset/Inter_6812.npy,Interictal
408,/home/austinguish/dataset/Inter_24853.npy,Interictal
409,/home/austinguish/dataset/Inter_39306.npy,Interictal
410,/home/austinguish/dataset/Inter_20134.npy,Interictal
411,/home/austinguish/dataset/Inter_7437.npy,Interictal
412,/home/austinguish/dataset/Inter_20801.npy,Interictal
413,/home/austinguish/dataset/Pre_5083.npy,Preictal
414,/home/austinguish/dataset/Inter_29152.npy,Interictal
415,/home/austinguish/dataset/Inter_2676.npy,Interictal
416,/home/austinguish/dataset/Inter_31957.npy,Interictal
417,/home/austinguish/dataset/Inter_20298.npy,Interictal
418,/home/austinguish/dataset/Inter_8906.npy,Interictal
419,/home/austinguish/dataset/Inter_18677.npy,Interictal
420,/home/austinguish/dataset/Pre_8674.npy,Preictal
421,/home/austinguish/dataset/Inter_33019.npy,Interictal
422,/home/austinguish/dataset/Inter_17043.npy,Interictal
423,/home/austinguish/dataset/Inter_44481.npy,Interictal
424,/home/austinguish/dataset/Pre_9410.npy,Preictal
425,/home/austinguish/dataset/Inter_48167.npy,Interictal
426,/home/austinguish/dataset/Inter_29871.npy,Interictal
427,/home/austinguish/dataset/Inter_28031.npy,Interictal
428,/home/austinguish/dataset/Inter_35482.npy,Interictal
429,/home/austinguish/dataset/Inter_37764.npy,Interictal
430,/home/austinguish/dataset/Inter_36062.npy,Interictal
431,/home/austinguish/dataset/Inter_40903.npy,Interictal
432,/home/austinguish/dataset/Inter_26329.npy,Interictal
433,/home/austinguish/dataset/Inter_7610.npy,Interictal
434,/home/austinguish/dataset/Inter_23659.npy,Interictal
435,/home/austinguish/dataset/Inter_23502.npy,Interictal
436,/home/austinguish/dataset/Inter_39273.npy,Interictal
437,/home/austinguish/dataset/Inter_2629.npy,Interictal
438,/home/austinguish/dataset/Inter_1083.npy,Interictal
439,/home/austinguish/dataset/Inter_5663.npy,Interictal
440,/home/austinguish/dataset/Pre_4689.npy,Preictal
441,/home/austinguish/dataset/Pre_14909.npy,Preictal
442,/home/austinguish/dataset/Inter_37792.npy,Interictal
443,/home/austinguish/dataset/Pre_13565.npy,Preictal
444,/home/austinguish/dataset/Pre_10689.npy,Preictal
445,/home/austinguish/dataset/Pre_4626.npy,Preictal
446,/home/austinguish/dataset/Inter_36607.npy,Interictal
447,/home/austinguish/dataset/Inter_22420.npy,Interictal
448,/home/austinguish/dataset/Inter_11693.npy,Interictal
449,/home/austinguish/dataset/Inter_42998.npy,Interictal
450,/home/austinguish/dataset/Inter_30855.npy,Interictal
451,/home/austinguish/dataset/Pre_2482.npy,Preictal
452,/home/austinguish/dataset/Pre_8753.npy,Preictal
453,/home/austinguish/dataset/Pre_3181.npy,Preictal
454,/home/austinguish/dataset/Pre_4209.npy,Preictal
455,/home/austinguish/dataset/Inter_951.npy,Interictal
456,/home/austinguish/dataset/Inter_4654.npy,Interictal
457,/home/austinguish/dataset/Inter_44229.npy,Interictal
458,/home/austinguish/dataset/Inter_48951.npy,Interictal
459,/home/austinguish/dataset/Pre_14473.npy,Preictal
460,/home/austinguish/dataset/Inter_48520.npy,Interictal
461,/home/austinguish/dataset/Pre_4542.npy,Preictal
462,/home/austinguish/dataset/Inter_40088.npy,Interictal
463,/home/austinguish/dataset/Inter_6753.npy,Interictal
464,/home/austinguish/dataset/Inter_12779.npy,Interictal
465,/home/austinguish/dataset/Inter_7803.npy,Interictal
466,/home/austinguish/dataset/Inter_34747.npy,Interictal
467,/home/austinguish/dataset/Inter_22571.npy,Interictal
468,/home/austinguish/dataset/Inter_29159.npy,Interictal
469,/home/austinguish/dataset/Inter_31840.npy,Interictal
470,/home/austinguish/dataset/Inter_30996.npy,Interictal
471,/home/austinguish/dataset/Inter_42370.npy,Interictal
472,/home/austinguish/dataset/Inter_18828.npy,Interictal
473,/home/austinguish/dataset/Inter_25348.npy,Interictal
474,/home/austinguish/dataset/Inter_25458.npy,Interictal
475,/home/austinguish/dataset/Inter_32849.npy,Interictal
476,/home/austinguish/dataset/Inter_21849.npy,Interictal
477,/home/austinguish/dataset/Inter_16824.npy,Interictal
478,/home/austinguish/dataset/Pre_5239.npy,Preictal
479,/home/austinguish/dataset/Inter_38718.npy,Interictal
480,/home/austinguish/dataset/Inter_9328.npy,Interictal
481,/home/austinguish/dataset/Pre_5977.npy,Preictal
